İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat,URL,Ağır Hasarlı
26392248,10 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,107.000 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,640.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/aciliyetten-son-fiyat-gelen-alir-masrafsiz/26392248,
26385350,10 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2012,252.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,6 boyalı,,Sahibinden,429.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26385350,
26375190,10 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,73.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 1 boyalı",,Sahibinden,610.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/fiyat-dustu-sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26375190,
26375104,10 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,27.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,1 değişen,Takasa Uygun Değil,Sahibinden,765.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26375104,
26278063,10 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2013,199.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"3 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,484.750 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/otto-52-den-2013-stepway-sandero-1-5dci-tertemiz/26278063,
23249371,10 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,156.000 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,,4 lt,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,590.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/galeriden-dacia-sandero-1-5-dci-stepway-2015-model-eskisehir/23249371,
26375304,09 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,100.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,2 boyalı,,Sahibinden,735.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/dusuk-km-sahibinden-stepway/26375304,
26374629,09 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,53.508 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,"1 değişen, 1 boyalı",,Sahibinden,685.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model-kayseri/26374629,
26373958,09 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,113.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,,Sahibinden,605.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/aile-araci-2016-hatasiz-dusuk-km-sandero-stepway/26373958,
26267892,09 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2013,140.000 km,Düz,Dizel,Hatchback/5,Mavi,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,627.500 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/2014-cikisli-cam-gibi-hatasiz-degisensiz-stepway-95-hb-ekstrali/26267892,
25724399,08 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,168.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,2 boyalı,Takasa Uygun,Sahibinden,635.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/25724399,
26367432,08 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2014,200.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"3 değişen, 1 boyalı",Takasa Uygun,Sahibinden,525.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model-trabzon/26367432,
26362734,06 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2012,178.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,530.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26362734,
26364704,06 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,170.000 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,645.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26364704,
26365100,06 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2018,105.000 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,775.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model/26365100,
26346585,05 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2014,184.500 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 4 boyalı",Takasa Uygun,Sahibinden,539.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26346585,
26352297,05 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,188.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,-,Sahibinden,479.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26352297,
26346735,04 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2016,100.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kahverengi,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Belirtilmemiş,,Sahibinden,735.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/acil-3-gunlugune-fiyat-bu-ev-alacagim-sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26346735,
26334683,04 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,120.000 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 2 boyalı",,Sahibinden,650.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26334683,
26094341,04 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2015,118.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,631.500 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/gokbay-dan-sandero-1-5dci-stepway-118-kilometrede-takas-olur/26094341,
26319462,03 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,63.700 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,785.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26319462,
26316481,02 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,96.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,740.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26316481,
26319605,02 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2017,567.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 2 boyalı",,Sahibinden,440.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26319605,
26314420,02 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2018,30.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,825.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model/26314420,
26308932,01 Eylül 2024,Dacia,Sandero,1.5 dCi Stepway,2018,130.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1601 - 1800 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Sahibinden,750.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model/26308932,
25776219,31 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,135.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 3 boyalı",,Sahibinden,630.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/gok-mavi-stepway-135-000km-full-orjinal/25776219,
26300151,30 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,183.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,660.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26300151,
26292770,29 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2013,261.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,500.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-boyasiz-dacia-sandero-1-5-dci-stepway-2013-model/26292770,
26292684,29 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2013,140.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"2 değişen, 4 boyalı",,Sahibinden,490.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2013-model/26292684,
26298434,29 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,146.700 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,1 değişen,Takasa Uygun,Sahibinden,535.500 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/ilk-sahibinden/26298434,
25099866,29 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,133.900 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,7 boyalı,Takasa Uygun,Galeriden,555.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/han-oto-dan-2012-model-dacia-sandero-1-5-dci-stepway-90-hp-133-900-km/25099866,
26280473,28 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2013,213.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,475.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2013-model/26280473,
26286750,28 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,166.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"3 değişen, 3 boyalı",Takasa Uygun,Sahibinden,540.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26286750,
26286454,28 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,232.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 1 boyalı",-,Sahibinden,675.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26286454,
25454501,27 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,113.500 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,705.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/25454501,
26268219,27 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,84.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,675.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26268219,
26266875,27 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,110.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,710.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26266875,
26263864,27 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,210.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 2 boyalı",,Sahibinden,440.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26263864,
26263827,27 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,157.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,635.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26263827,
26260334,26 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,235.000 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,,Sahibinden,595.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26260334,
26258112,26 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,210.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,2 boyalı,,Sahibinden,480.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26258112,
26257483,26 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2010,144.750 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,465.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/dusuk-km-dacia-sandero/26257483,
26250291,26 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,108.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,640.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26250291,
26255543,26 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2019,20.670 km,Yarı Otomatik,Dizel,Hatchback/5,Kahverengi,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,840.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/ilk-sahibinden-dacia-sandero-1-5-dci-20bin-km-de-2019-trafige-cikisli/26255543,
25183260,26 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,125.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,650.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/25183260,
26252789,26 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2013,189.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 1 boyalı",,Sahibinden,515.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2013-model/26252789,
24399523,25 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,194.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 8 boyalı",Takasa Uygun,Sahibinden,470.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/acil-acil-sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/24399523,
26246058,25 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2011,117.500 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,Tamamı orjinal,,Sahibinden,530.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2011-model/26246058,
26254459,25 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2018,20.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,795.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-20-bin-km-de-hatasiz-dacia-sandero-1-5-dci-stepway-2018-model/26254459,
26251178,24 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2013,105.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 değişen,-,Sahibinden,645.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/fiyat-dustu-temiz-arac/26251178,
25707591,24 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,185.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,640.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/25707591,
26239840,23 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,79.962 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 2 boyalı",,Sahibinden,615.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26239840,
26238310,23 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,105.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,650.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26238310,
26236595,23 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,39.500 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,2 boyalı,Takasa Uygun,Sahibinden,660.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model-adana/26236595,
25717689,22 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2011,223.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,70 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,459.999 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2011-model/25717689,
26229407,22 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,141.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,674.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/670-000-tl-son-fiyattir-baska-bir-teklifte-bulunmayiniz/26229407,
26230061,22 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,246.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,470.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26230061,
26229480,22 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,120.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,530.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26229480,Evet
26228985,22 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,192.000 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,540.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26228985,
26229290,22 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2013,165.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,570.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2013-model/26229290,
26221080,22 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,800.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı boyalı,,Sahibinden,365.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26221080,
26217264,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,275.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,2 boyalı,Takasa Uygun,Sahibinden,535.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26217264,
26215658,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,128.500 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 4 boyalı",Takasa Uygun,Sahibinden,585.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26215658,
26214173,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,166.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,605.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26214173,
